iter	Logloss
0	0.6246381618
1	0.5647934903
2	0.514633299
3	0.471695332
4	0.4305279909
5	0.3917159846
6	0.3580557776
7	0.3280030044
8	0.3065262958
9	0.2828677532
10	0.2635969051
11	0.246848522
12	0.2292662705
13	0.2169826405
14	0.2025724262
15	0.189885943
16	0.1778447556
17	0.1659109286
18	0.1564575833
19	0.149532729
