iter	Logloss
0	0.6164955351
1	0.5441634054
2	0.5001070022
3	0.4588358521
4	0.4211577295
5	0.3856877439
6	0.3461940015
7	0.3170599767
8	0.291129929
9	0.2704116712
10	0.2513688133
11	0.2350703597
12	0.221747498
13	0.2059581965
14	0.1924953876
15	0.1828325331
16	0.172045957
17	0.1621467421
18	0.1551773752
19	0.1455096533
